_id,download_url,git_url,html_url,path,type,repo_language,repo_created_at,repo_updated_at,full_name,operator_class,parameter_key,parameter_value_link_to_ds
https://github.com/nsethi31/Market-Segmentation-of-Bath-Soap/blob/00b1a579b16d60b6e2647740472326248813af51/K-Means-K=4.rmp,https://raw.githubusercontent.com/nsethi31/Market-Segmentation-of-Bath-Soap/00b1a579b16d60b6e2647740472326248813af51/K-Means-K%3D4.rmp,https://api.github.com/repos/nsethi31/Market-Segmentation-of-Bath-Soap/git/blobs/26ee76ea7e74470987f6614338e90338bddfa4a2,https://github.com/nsethi31/Market-Segmentation-of-Bath-Soap/blob/00b1a579b16d60b6e2647740472326248813af51/K-Means-K=4.rmp,K-Means-K=4.rmp,file,,2017-01-06 04:21:08,2017-01-06 04:21:08,nsethi31/Market-Segmentation-of-Bath-Soap,read_excel,excel_file,C:\Users\Nishit\Desktop\Fall 2016\IDS 572-Data Mining for Business\Assignments\Assignment 4\Data.xlsx
https://github.com/mghorp2/Data-Mining-Project/blob/c6d6d7e5f5833f2a8cde5044625bb0c31ea086d5/Project%201/Credit_Scoring_V2.0.rmp,https://raw.githubusercontent.com/mghorp2/Data-Mining-Project/c6d6d7e5f5833f2a8cde5044625bb0c31ea086d5/Project%201/Credit_Scoring_V2.0.rmp,https://api.github.com/repos/mghorp2/Data-Mining-Project/git/blobs/c615272715b323b01257f18733fdfed567ea2782,https://github.com/mghorp2/Data-Mining-Project/blob/c6d6d7e5f5833f2a8cde5044625bb0c31ea086d5/Project%201/Credit_Scoring_V2.0.rmp,Project 1/Credit_Scoring_V2.0.rmp,file,R,2017-12-21 04:25:02,2017-12-21 04:25:39,mghorp2/Data-Mining-Project,read_excel,excel_file,D:\UIC\Fall 2017\Data Mining\Assignment\GermanCredit_assgt_F17.xls
https://github.com/mikhilpaul/german-credit-analysis/blob/2a5f95ae510d31063608ff101976fa7010ee454e/AdaBoosting%20-GermenCreditCard.rmp,https://raw.githubusercontent.com/mikhilpaul/german-credit-analysis/2a5f95ae510d31063608ff101976fa7010ee454e/AdaBoosting%20-GermenCreditCard.rmp,https://api.github.com/repos/mikhilpaul/german-credit-analysis/git/blobs/befd64c582cae6734a51918b93c065c4a149b1b9,https://github.com/mikhilpaul/german-credit-analysis/blob/2a5f95ae510d31063608ff101976fa7010ee454e/AdaBoosting%20-GermenCreditCard.rmp,AdaBoosting -GermenCreditCard.rmp,file,,2018-01-01 01:39:45,2018-01-01 01:39:45,mikhilpaul/german-credit-analysis,read_excel,excel_file,C:\Users\Mikhil Paul\Documents\RapidMiner Repository\data\GermanCredit_assgt_F17.xls
https://github.com/mikhilpaul/german-credit-analysis/blob/2a5f95ae510d31063608ff101976fa7010ee454e/Decision%20Tree-GermenCreditCard.rmp,https://raw.githubusercontent.com/mikhilpaul/german-credit-analysis/2a5f95ae510d31063608ff101976fa7010ee454e/Decision%20Tree-GermenCreditCard.rmp,https://api.github.com/repos/mikhilpaul/german-credit-analysis/git/blobs/66a20ebf5cf3933e386172ef906c494cc3335238,https://github.com/mikhilpaul/german-credit-analysis/blob/2a5f95ae510d31063608ff101976fa7010ee454e/Decision%20Tree-GermenCreditCard.rmp,Decision Tree-GermenCreditCard.rmp,file,,2018-01-01 01:39:45,2018-01-01 01:39:45,mikhilpaul/german-credit-analysis,read_excel,excel_file,C:\Users\Mikhil Paul\Documents\RapidMiner Repository\data\GermanCredit_assgt_F17.xls
https://github.com/mikhilpaul/german-credit-analysis/blob/2a5f95ae510d31063608ff101976fa7010ee454e/Random%20Forest-GermenCreditCard.rmp,https://raw.githubusercontent.com/mikhilpaul/german-credit-analysis/2a5f95ae510d31063608ff101976fa7010ee454e/Random%20Forest-GermenCreditCard.rmp,https://api.github.com/repos/mikhilpaul/german-credit-analysis/git/blobs/b3284de7720853e0583cf6e6d3ec97a3e9decf52,https://github.com/mikhilpaul/german-credit-analysis/blob/2a5f95ae510d31063608ff101976fa7010ee454e/Random%20Forest-GermenCreditCard.rmp,Random Forest-GermenCreditCard.rmp,file,,2018-01-01 01:39:45,2018-01-01 01:39:45,mikhilpaul/german-credit-analysis,read_excel,excel_file,C:\Users\Mikhil Paul\Documents\RapidMiner Repository\data\GermanCredit_assgt_F17.xls
https://github.com/wooyol/concepts-and-practice-with-rapidminer/blob/75f1f61d121c0f30a0f05e4dd72b94b180672fda/ch04.1%20german%20credit.rmp,https://raw.githubusercontent.com/wooyol/concepts-and-practice-with-rapidminer/75f1f61d121c0f30a0f05e4dd72b94b180672fda/ch04.1%20german%20credit.rmp,https://api.github.com/repos/wooyol/concepts-and-practice-with-rapidminer/git/blobs/b4e00b255a7994263a3d9a1014bb1988f64c20ab,https://github.com/wooyol/concepts-and-practice-with-rapidminer/blob/75f1f61d121c0f30a0f05e4dd72b94b180672fda/ch04.1%20german%20credit.rmp,ch04.1 german credit.rmp,file,,2018-03-19 11:20:24,2018-03-19 16:57:22,wooyol/concepts-and-practice-with-rapidminer,read_excel,excel_file,/Users/altamira/Projects/rapid.Prj/concepts-and-practice-with-rapidminer/04_Class_4.1_german-credit-raw.xlsx
https://github.com/mounicasirineni/Market-segmentation-using-clustering-techniques/blob/ed08376cccd72315b66bf722dff729416c26c98e/RapidMinerProcess/clusBbathSoap_brand.rmp,https://raw.githubusercontent.com/mounicasirineni/Market-segmentation-using-clustering-techniques/ed08376cccd72315b66bf722dff729416c26c98e/RapidMinerProcess/clusBbathSoap_brand.rmp,https://api.github.com/repos/mounicasirineni/Market-segmentation-using-clustering-techniques/git/blobs/9f90629a90bc2a4626a88f06c85de933e91cdb6d,https://github.com/mounicasirineni/Market-segmentation-using-clustering-techniques/blob/ed08376cccd72315b66bf722dff729416c26c98e/RapidMinerProcess/clusBbathSoap_brand.rmp,RapidMinerProcess/clusBbathSoap_brand.rmp,file,,2015-12-13 06:50:20,2016-02-07 18:02:20,mounicasirineni/Market-segmentation-using-clustering-techniques,read_excel,excel_file,C:\SEMESTER\SEMESTER - 3\Data Mining\Assignment 3\Assgt_clusBathSoap_Data.xls
https://github.com/namman2/Data-Analytics-Projects/blob/fb4158dc943d0ecff0c052b9c40dbc176fb39b51/Market%20Segmentation%20Data%20Analysis%20(CRISA%20%E2%80%93%20A%20leading%20market%20research%20agency)/Files/marketSegmentation.rmp,https://raw.githubusercontent.com/namman2/Data-Analytics-Projects/fb4158dc943d0ecff0c052b9c40dbc176fb39b51/Market%20Segmentation%20Data%20Analysis%20(CRISA%20%E2%80%93%20A%20leading%20market%20research%20agency)/Files/marketSegmentation.rmp,https://api.github.com/repos/namman2/Data-Analytics-Projects/git/blobs/f7f0dcfb540b682bf133a8c1ebbe77ef62544897,https://github.com/namman2/Data-Analytics-Projects/blob/fb4158dc943d0ecff0c052b9c40dbc176fb39b51/Market%20Segmentation%20Data%20Analysis%20(CRISA%20%E2%80%93%20A%20leading%20market%20research%20agency)/Files/marketSegmentation.rmp,Market Segmentation Data Analysis (CRISA – A leading market research agency)/Files/marketSegmentation.rmp,file,Jupyter Notebook,2015-12-24 08:22:50,2018-03-13 18:45:27,namman2/Data-Analytics-Projects,read_excel,excel_file,C:\Users\Chiku\Desktop\1. Industrial Engineering\Data Mining\Assignments\Assignment 4\Assgt_clusBathSoap_Data.xls
https://github.com/namman2/Data-Analytics-Projects/blob/fb4158dc943d0ecff0c052b9c40dbc176fb39b51/Text%20Mining%20and%20Topic%20Modeling%20Analysis%20of%20Job%20Postings%20on%20LinkedIn/Files/text_mining_assignment_6.rmp,https://raw.githubusercontent.com/namman2/Data-Analytics-Projects/fb4158dc943d0ecff0c052b9c40dbc176fb39b51/Text%20Mining%20and%20Topic%20Modeling%20Analysis%20of%20Job%20Postings%20on%20LinkedIn/Files/text_mining_assignment_6.rmp,https://api.github.com/repos/namman2/Data-Analytics-Projects/git/blobs/8624c300544d6776929252ff12ea72d3f8221246,https://github.com/namman2/Data-Analytics-Projects/blob/fb4158dc943d0ecff0c052b9c40dbc176fb39b51/Text%20Mining%20and%20Topic%20Modeling%20Analysis%20of%20Job%20Postings%20on%20LinkedIn/Files/text_mining_assignment_6.rmp,Text Mining and Topic Modeling Analysis of Job Postings on LinkedIn/Files/text_mining_assignment_6.rmp,file,Jupyter Notebook,2015-12-24 08:22:50,2018-03-13 18:45:27,namman2/Data-Analytics-Projects,read_excel,excel_file,C:\Users\Chiku\Desktop\1. Industrial Engineering\Data Mining\Assignments\Assignment 6\Supporting Files\jobsDataAll.txt
https://github.com/mghorp2/Data-Mining-Project/blob/c6d6d7e5f5833f2a8cde5044625bb0c31ea086d5/Project%204/Clustering-4_IDS572.rmp,https://raw.githubusercontent.com/mghorp2/Data-Mining-Project/c6d6d7e5f5833f2a8cde5044625bb0c31ea086d5/Project%204/Clustering-4_IDS572.rmp,https://api.github.com/repos/mghorp2/Data-Mining-Project/git/blobs/25e9fd5f9d41471665c12d789fc4ca195aa2e957,https://github.com/mghorp2/Data-Mining-Project/blob/c6d6d7e5f5833f2a8cde5044625bb0c31ea086d5/Project%204/Clustering-4_IDS572.rmp,Project 4/Clustering-4_IDS572.rmp,file,R,2017-12-21 04:25:02,2017-12-21 04:25:39,mghorp2/Data-Mining-Project,read_excel,excel_file,G:\UIC\Data Mining\Assignment4\Assgt4_clusBathSoap_Data.xls
https://github.com/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/blob/63387836ff0ce32be53930f5a7c7f9a06669d87b/Obama_Suvadeep.rmp,https://raw.githubusercontent.com/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/63387836ff0ce32be53930f5a7c7f9a06669d87b/Obama_Suvadeep.rmp,https://api.github.com/repos/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/git/blobs/6552700a330ab7729968725280d315a9f4fefa1e,https://github.com/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/blob/63387836ff0ce32be53930f5a7c7f9a06669d87b/Obama_Suvadeep.rmp,Obama_Suvadeep.rmp,file,SQLPL,2017-01-04 17:50:38,2017-01-04 17:58:30,Suvadeep90/Sentimental-Analysis-Of-Twitter-Data,read_excel,excel_file,C:\Users\suvad\Desktop\CS583\Project 2\Obama.xlsx
https://github.com/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/blob/63387836ff0ce32be53930f5a7c7f9a06669d87b/Romney_Suvadeep.rmp,https://raw.githubusercontent.com/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/63387836ff0ce32be53930f5a7c7f9a06669d87b/Romney_Suvadeep.rmp,https://api.github.com/repos/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/git/blobs/fbc5766724b1d8a0d0879622146b15395371d2ff,https://github.com/Suvadeep90/Sentimental-Analysis-Of-Twitter-Data/blob/63387836ff0ce32be53930f5a7c7f9a06669d87b/Romney_Suvadeep.rmp,Romney_Suvadeep.rmp,file,SQLPL,2017-01-04 17:50:38,2017-01-04 17:58:30,Suvadeep90/Sentimental-Analysis-Of-Twitter-Data,read_excel,excel_file,C:\Users\suvad\Desktop\CS583\Project 2\Romney.xlsx
https://github.com/bhandariaditya/Target-Marketing-Fund-Raising/blob/6f7604e165689797214e7649a3257424c622c6c7/part-2.rmp,https://raw.githubusercontent.com/bhandariaditya/Target-Marketing-Fund-Raising/6f7604e165689797214e7649a3257424c622c6c7/part-2.rmp,https://api.github.com/repos/bhandariaditya/Target-Marketing-Fund-Raising/git/blobs/dfeae02e6093ed9b81d33e85db5b8aada1ab1388,https://github.com/bhandariaditya/Target-Marketing-Fund-Raising/blob/6f7604e165689797214e7649a3257424c622c6c7/part-2.rmp,part-2.rmp,file,Python,2017-11-19 00:16:17,2018-04-12 20:46:00,bhandariaditya/Target-Marketing-Fund-Raising,read_excel,excel_file,/Users/adityabhandari/Desktop/IDS572/Assignments/Assignment 4/Assgt4_clusBathSoap_Data.xls
